Country.FuelCode,CountryCode,FuelType,Year,PrimaryEnergyInputToPower.ktoe,PowerOutput.GWh,PrimaryEnergyInputToPower.MWy,PowerOutput.MWy,Capacity.MW,CapacityFactor,ThermalEfficiency,AvailabilityFactor,LCOE.TotalCalc.USD_kWh,LCOE.Var.USD_kWh,VarOpex.USD_kWh,LCOE.Fixed.USD_kWh,CapEx.USD_kW,LCOE.USD_kWh,EffectiveCapacity.MW
kgz.oil,KGZ,oil,2018,14,33,18.57441745,3.767123288,8.956860731,1,0.482214893,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,8.956860731
kgz.nuc,KGZ,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
kgz.wnd,KGZ,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
kgz.sol,KGZ,sol,2018,0,0,0,0,0,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0
kgz.hyd,KGZ,hyd,2018,1231,14318,1633.221992,1634.474886,3677,0.449275187,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,1651.984863
kgz.ore,KGZ,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
kgz.bio,KGZ,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
khm.coa,KHM,coa,2018,749,3057,993.7313337,348.9726027,431,0.917979187,0.398144867,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,395.6490296
khm.nga,KHM,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
khm.oil,KHM,oil,2018,89,299,118.0802252,34.13242009,266.824,0.131294069,0.296683112,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,35.03240867
khm.nuc,KHM,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
khm.wnd,KHM,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
khm.sol,KHM,sol,2018,1,16,1.326744104,1.826484018,28,0.069343607,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,1.941620996
khm.hyd,KHM,hyd,2018,407,4737,539.9848502,540.7534247,1329.7,0.409953133,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,545.114681
khm.ore,KHM,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
khm.bio,KHM,bio,2018,33,64,43.78255543,7.305936073,29.27,0.217832946,0.145628099,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,6.375970329
kor.coa,KOR,coa,2018,59437,258286,78857.6893,29484.7032,2664,0.114575989,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,305.2304347
kor.nga,KOR,nga,2018,25892,155542,34352.05834,17755.93607,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
kor.oil,KOR,oil,2018,3143,13027,4169.956718,1487.100457,296,0.299232769,0.021240724,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,88.57289962
kor.nuc,KOR,nuc,2018,34786,133505,46152.12039,15240.2968,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
kor.wnd,KOR,wnd,2018,212,2465,281.26975,281.3926941,1,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0.346428571
kor.sol,KOR,sol,2018,792,9208,1050.78133,1051.141553,38,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,6.74193549
kor.hyd,KOR,hyd,2018,289,3359,383.429046,383.4474886,4761,0.301591892,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,1435.878998
kor.ore,KOR,ore,2018,1031,3757,1367.873171,428.8812785,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
kor.bio,KOR,bio,2018,1255,5165,1665.06385,589.6118721,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
kwt.coa,KWT,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
kwt.nga,KWT,nga,2018,9332,43412,12381.17598,4955.707763,11173,0.26521615,0.239335912,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,2963.260044
kwt.oil,KWT,oil,2018,7575,30608,10050.08659,3494.063927,8250,0.677973564,0.556540668,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,5593.281903
kwt.nuc,KWT,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
kwt.wnd,KWT,wnd,2018,2,18,2.653488208,2.054794521,12,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,4.157142852
kwt.sol,KWT,sol,2018,6,66,7.960464623,7.534246575,43,0.010459807,0.056500683,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0.449771701
kwt.hyd,KWT,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,0
kwt.ore,KWT,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
kwt.bio,KWT,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
lao.coa,LAO,coa,2018,3319,12019,4403.463681,1372.031963,1878,0.807784768,0.344506031,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,1517.019794
lao.nga,LAO,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
lao.oil,LAO,oil,2018,0,0,0,0,85,0.45,0.323193916,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,38.25
lao.nuc,LAO,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
lao.wnd,LAO,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
lao.sol,LAO,sol,2018,1,17,1.326744104,1.940639269,176,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,31.22580648
lao.hyd,LAO,hyd,2018,1920,22328,2547.348679,2548.858447,5112.14,0.467274095,0.93774779,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,2388.770592
lao.ore,LAO,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
lao.bio,LAO,bio,2018,17,45,22.55464976,5.136986301,0.999954338,1,0.044334731,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0.999954338
lbn.coa,LBN,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
lbn.nga,LBN,nga,2018,0,0,0,0,870,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,526.5571427
lbn.oil,LBN,oil,2018,4865,20814,6454.610065,2376.027397,2312.684578,1,0.358299658,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,2312.684578
lbn.nuc,LBN,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
lbn.wnd,LBN,wnd,2018,1,6,1.326744104,0.684931507,3,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,1.039285713
lbn.sol,LBN,sol,2018,6,68,7.960464623,7.762557078,56,0.177419355,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,9.93548388
lbn.hyd,LBN,hyd,2018,30,348,39.80232311,39.7260274,279.6,0.118009502,0.828983186,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,32.99545676
lbn.ore,LBN,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
lbn.bio,LBN,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
lby.coa,LBY,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
lby.nga,LBY,nga,2018,5621,22407,7457.628607,2557.876712,6924,0.386067756,0.358442781,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,2673.133143
lby.oil,LBY,oil,2018,2795,11756,3708.24977,1342.009132,3300,0.497621344,0.442837062,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,1642.150435
lby.nuc,LBY,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
lby.wnd,LBY,wnd,2018,0,0,0,0,0,0.346428571,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0
lby.sol,LBY,sol,2018,1,8,1.326744104,0.913242009,5,0.208689498,0.786472301,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,1.04344749
lby.hyd,LBY,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,0
lby.ore,LBY,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
lby.bio,LBY,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
lka.coa,LKA,coa,2018,1406,4764,1865.40221,543.8356164,900,0.604261796,0.291537993,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,543.8356164
lka.nga,LKA,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
lka.oil,LKA,oil,2018,794,3725,1053.434818,425.2283105,1220,0.42145591,0.488094945,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,514.1762102
lka.nuc,LKA,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
lka.wnd,LKA,wnd,2018,28,325,37.14883491,37.10045662,146,0.341124507,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,49.80417802
lka.sol,LKA,sol,2018,10,117,13.26744104,13.35616438,185,0.181839874,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,33.64037669
lka.hyd,LKA,hyd,2018,550,6401,729.7092571,730.7077626,1757,0.414418354,0.997839949,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,728.133048
lka.ore,LKA,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
lka.bio,LKA,bio,2018,57,87,75.62441392,9.931506849,61,0.103631634,0.083591123,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,6.321529674
ltu.coa,LTU,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
ltu.nga,LTU,nga,2018,194,330,257.3883561,37.67123288,1195,0.031535422,0.146412329,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,37.68482929
ltu.oil,LTU,oil,2018,23,131,30.51511439,14.9543379,975,0.015395855,0.491918815,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,15.01095863
ltu.nuc,LTU,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
ltu.wnd,LTU,wnd,2018,98,1144,130.0209222,130.5936073,533,0.245016149,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,130.5936074
ltu.sol,LTU,sol,2018,7,87,9.287208727,9.931506849,83,0.119157314,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,9.890057062
ltu.hyd,LTU,hyd,2018,37,431,49.08953184,49.20091324,1028,0.106559707,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,109.5433788
ltu.ore,LTU,ore,2018,83,272,110.1197606,31.05022831,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
ltu.bio,LTU,bio,2018,188,355,249.4278915,40.52511416,103,0.695478122,0.287194211,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,71.63424657
lux.coa,LUX,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
lux.nga,LUX,nga,2018,60,195,79.60464623,22.26027397,93,0.241570678,0.282220626,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,22.46607305
lux.oil,LUX,oil,2018,0,0,0,0,0,0.45,0.323193916,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,0
lux.nuc,LUX,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
lux.wnd,LUX,wnd,2018,22,255,29.18837028,29.10958904,123,0.227114192,0.957060822,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,27.93504562
lux.sol,LUX,sol,2018,10,120,13.26744104,13.69863014,131,0.097333473,0.961050808,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,12.75068496
lux.hyd,LUX,hyd,2018,8,93,10.61395283,10.61643836,1333,0.114455583,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,152.5692921
lux.ore,LUX,ore,2018,49,199,65.01046109,22.71689498,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
lux.bio,LUX,bio,2018,47,95,62.35697288,10.84474886,44,0.756507368,0.53380276,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,33.28632419
lva.coa,LVA,coa,2018,4,7,5.306976415,0.799086758,0.82956621,1,0.156316167,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0.82956621
lva.nga,LVA,nga,2018,582,3219,772.1650684,367.4657534,1111.1,0.330637139,0.475767345,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,367.3709251
lva.oil,LVA,oil,2018,0,0,0,0,23.8,0.45,0.323193916,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,10.71
lva.nuc,LVA,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
lva.wnd,LVA,wnd,2018,10,122,13.26744104,13.92694064,78,0.178550521,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,13.92694064
lva.sol,LVA,sol,2018,0,1,0,0.114155251,2,0.057077626,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0.114155252
lva.hyd,LVA,hyd,2018,209,2432,277.2895177,277.6255708,1565,0.177381147,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,277.6014951
lva.ore,LVA,ore,2018,79,374,104.8127842,42.69406393,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
lva.bio,LVA,bio,2018,279,570,370.161605,65.06849315,134.1,0.804151472,0.291323333,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,107.8367124
mar.coa,MAR,coa,2018,4919,21261,6526.254247,2427.054795,4281,0.566936415,0.371890935,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,2427.054793
mar.nga,MAR,nga,2018,855,5198,1134.366209,593.3789954,1279,0.463939793,0.523092975,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,593.3789952
mar.oil,MAR,oil,2018,301,1289,399.3499752,147.1461187,1677,0.108474268,0.455518614,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,181.9113474
mar.nuc,MAR,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
mar.wnd,MAR,wnd,2018,330,3841,437.8255543,438.4703196,1220,0.359385789,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,438.4506626
mar.sol,MAR,sol,2018,247,950,327.7057936,108.4474886,711,0.152638367,0.331168631,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,108.5258789
mar.hyd,MAR,hyd,2018,146,1693,193.7046392,193.2648402,1770,0.127196876,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,225.1384705
mar.ore,MAR,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
mar.bio,MAR,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
mda.coa,MDA,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
mda.nga,MDA,nga,2018,1297,5051,1720.787103,576.5981735,2947.38,0.190738735,0.326699062,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,562.1795328
mda.oil,MDA,oil,2018,7,8,9.287208727,0.913242009,2.52,0.765564978,0.207729125,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,1.929223745
mda.nuc,MDA,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
mda.wnd,MDA,wnd,2018,2,23,2.653488208,2.625570776,2.614155251,1,0.985176887,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,2.614155251
mda.sol,MDA,sol,2018,0,3,0,0.342465753,2,0.114155251,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0.228310502
mda.hyd,MDA,hyd,2018,24,276,31.84185849,31.50684932,64,0.610017123,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,39.04109587
mda.ore,MDA,ore,2018,7,30,9.287208727,3.424657534,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
mda.bio,MDA,bio,2018,0,0,0,0,2.260273973,1,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,2.260273973
mex.coa,MEX,coa,2018,7808,29144,10359.21796,3326.940639,9044,0.392175123,0.342384129,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,3546.831812
mex.nga,MEX,nga,2018,39771,202424,52765.93975,23107.76256,28432.1467,0.785382072,0.423191521,0.9,0.07458972,0.060634118,0.0112,0.013955602,650,0.07458972,22330.09829
mex.oil,MEX,oil,2018,8218,35159,10903.18305,4013.584475,15980.0733,0.256871446,0.376479467,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,4104.824536
mex.nuc,MEX,nuc,2018,3563,13675,4727.189242,1561.073059,1711.824635,1,0.362123145,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,1711.824635
mex.wnd,MEX,wnd,2018,1107,12875,1468.705723,1469.748858,4875,0.301353242,1,0,0.051756741,0,0,0.051756741,1510,0.051756741,1469.097055
mex.sol,MEX,sol,2018,160,1856,212.2790566,211.8721461,2555,0.060080306,0.723129192,0,0.060385036,0,0,0.060385036,900,0.060385036,153.5051818
mex.hyd,MEX,hyd,2018,2806,32636,3722.843955,3725.570776,12117,0.307333376,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,3723.958517
mex.ore,MEX,ore,2018,2852,5999,3783.874184,684.8173516,951,0.652378366,0.163962065,0,0.128067697,6.22E-04,6.22E-04,0.127445475,4468.888889,0.128067697,620.4118261
mex.bio,MEX,bio,2018,1817,1813,2410.694037,206.9634703,828.06,0.275041145,0.094475104,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,227.7505705
mkd.coa,MKD,coa,2018,751,2848,996.384822,325.1141553,675,0.481697057,0.326325238,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,325.1455135
mkd.nga,MKD,nga,2018,141,746,187.0709186,85.15981735,220,0.387025737,0.455151783,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,85.14566214
mkd.oil,MKD,oil,2018,13,47,17.24767335,5.365296804,91,0.059558934,0.314237341,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,5.419862994
mkd.nuc,MKD,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
mkd.wnd,MKD,wnd,2018,8,97,10.61395283,11.07305936,36.8,0.301946843,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,11.11164382
mkd.sol,MKD,sol,2018,2,23,2.653488208,2.625570776,21,0.123880191,0.980401575,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,2.601484011
mkd.hyd,MKD,hyd,2018,154,1791,204.318592,204.4520548,673.735,0.303522722,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,204.4938811
mkd.ore,MKD,ore,2018,19,54,25.20813797,6.164383562,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
mkd.bio,MKD,bio,2018,0,0,0,0,6.170091324,1,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,6.170091324
mlt.coa,MLT,coa,2018,0,0,0,0,0,0.65875,0.357142857,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,0
mlt.nga,MLT,nga,2018,292,1745,387.4092783,199.2009132,288.28,0.671383946,0.499591968,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,193.546564
mlt.oil,MLT,oil,2018,5,18,6.633720519,2.054794521,306.72,0.025723341,0.323193916,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,7.889863152
mlt.nuc,MLT,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
mlt.wnd,MLT,wnd,2018,0,0,0,0,0.1,0.066210046,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0.006621005
mlt.sol,MLT,sol,2018,16,190,21.22790566,21.68949772,131.3,0.159355949,0.985657107,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,20.9234361
mlt.hyd,MLT,hyd,2018,0,0,0,0,0,0.676666667,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,0
mlt.ore,MLT,ore,2018,1,9,1.326744104,1.02739726,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
mlt.bio,MLT,bio,2018,0,0,0,0,1.076712329,1,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,1.076712329
mmr.coa,MMR,coa,2018,467,1543,619.5894965,176.1415525,160,0.709288599,0.183163492,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,113.4861758
mmr.nga,MMR,nga,2018,2858,8798,3791.834649,1004.3379,1995,0.53961681,0.283908882,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,1076.535536
mmr.oil,MMR,oil,2018,21,77,27.86162618,8.789954338,729,0.013006777,0.340322585,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,9.481940433
mmr.nuc,MMR,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
mmr.wnd,MMR,wnd,2018,0,0,0,0,0.002283105,1,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,0.002283105
mmr.sol,MMR,sol,2018,1,10,1.326744104,1.141552511,48,0.030681126,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,1.472694048
mmr.hyd,MMR,hyd,2018,1215,14126,1611.994086,1612.557078,3255,0.506907497,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,1649.983903
mmr.ore,MMR,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
mmr.bio,MMR,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
mne.coa,MNE,coa,2018,354,1555,469.6674127,177.5114155,225,0.803751953,0.385047343,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,180.8441894
mne.nga,MNE,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
mne.oil,MNE,oil,2018,0,0,0,0,0,0.45,0.323193916,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,0
mne.nuc,MNE,nuc,2018,0,0,0,0,0,0.902222222,0.33,0,0.174007691,0.003933333,0.003933333,0.170074358,7644.444444,0.174007691,0
mne.wnd,MNE,wnd,2018,12,143,15.92092925,16.32420091,118,0.139277533,1,0,0.067947992,0.002910714,0.002910714,0.065037278,1655.357143,0.067947992,16.43474889
mne.sol,MNE,sol,2018,0,0,0,0,3,0.087519026,1,0,0.077021936,0,0,0.077021936,967.0967742,0.077021936,0.262557078
mne.hyd,MNE,hyd,2018,182,2113,241.4674269,241.2100457,652.38,0.373393956,1,0,0.079959769,9.33E-04,9.33E-04,0.079026435,4293.333333,0.079959769,243.594749
mne.ore,MNE,ore,2018,0,0,0,0,0,0.400171531,1,0,0.149953131,0.002562698,0.002562698,0.147390433,4610.524834,0.149953131,0
mne.bio,MNE,bio,2018,0,0,0,0,0,0.771818182,0.35,0,0.179806188,0.117785783,0.007963636,0.062020405,2988.181818,0.179806188,0
mng.coa,MNG,coa,2018,3197,5782,4241.6009,660.0456621,2122,0.301750373,0.150960523,0.9,0.09112122,0.048499233,0.00404375,0.042621987,1793.75,0.09112122,640.3142915
mng.nga,MNG,nga,2018,0,0,0,0,0,0.605238095,0.444415819,0.9,0.075808977,0.051561436,0.003238095,0.024247542,944.2857143,0.075808977,0
mng.oil,MNG,oil,2018,102,295,135.3278986,33.67579909,180,0.187109843,0.248875302,0,0.190673637,0.123056557,0.005,0.06761708,2330,0.190673637,33.67977174
