Item code,ISO code,Unit,Year,Value,Source Code,Source Wording,Note,Title
ehypd,DO,GWh,2018,1779.516,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Sistema de Informacion Energetico Nacional,,Hydroelectric production
ehypd,DO,GWh,2019,n.a.,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Sistema de Informacion Energetico Nacional,,Hydroelectric production
ehypd,GD,GWh,2000,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,GD,GWh,2010,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,GD,GWh,2015,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,GD,GWh,2016,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,GD,GWh,2017,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,GD,GWh,2018,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,GD,GWh,2019,n.a.,Enerdata ,Enerdata,,Hydroelectric production
ehypd,HT,GWh,2000,283,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from OLADE,,Hydroelectric production
ehypd,HT,GWh,2010,177,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from OLADE,,Hydroelectric production
ehypd,HT,GWh,2015,83,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from OLADE,,Hydroelectric production
ehypd,HT,GWh,2016,71,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from OLADE,,Hydroelectric production
ehypd,HT,GWh,2017,127.342,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from OLADE,,Hydroelectric production
ehypd,HT,GWh,2018,129.2316,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from OLADE,,Hydroelectric production
ehypd,HT,GWh,2019,n.a.,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from OLADE,,Hydroelectric production
ehypd,JM,GWh,2000,115,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Ministry of Energy and Mines,,Hydroelectric production
ehypd,JM,GWh,2010,152,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Ministry of Energy and Mines,,Hydroelectric production
ehypd,JM,GWh,2015,129,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Ministry of Energy and Mines,,Hydroelectric production
ehypd,JM,GWh,2016,119,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Ministry of Energy and Mines,,Hydroelectric production
ehypd,JM,GWh,2017,154.243,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Ministry of Energy and Mines,,Hydroelectric production
ehypd,JM,GWh,2018,179.2824,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Ministry of Energy and Mines,,Hydroelectric production
ehypd,JM,GWh,2019,n.a.,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Ministry of Energy and Mines,,Hydroelectric production
ehypd,AN,GWh,2000,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,AN,GWh,2010,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,AN,GWh,2015,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,AN,GWh,2016,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,AN,GWh,2017,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,AN,GWh,2018,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,AN,GWh,2019,n.a.,Enerdata ,Enerdata,,Hydroelectric production
ehypd,LC,GWh,2000,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,LC,GWh,2010,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,LC,GWh,2015,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,LC,GWh,2016,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,LC,GWh,2017,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,LC,GWh,2018,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,LC,GWh,2019,n.a.,Enerdata ,Enerdata,,Hydroelectric production
ehypd,VC,GWh,2000,24.8,Enerdata ,Enerdata,,Hydroelectric production
ehypd,VC,GWh,2010,24.3,Enerdata ,Enerdata,,Hydroelectric production
ehypd,VC,GWh,2015,26,Enerdata ,Enerdata,,Hydroelectric production
ehypd,VC,GWh,2016,26,Enerdata ,Enerdata,,Hydroelectric production
ehypd,VC,GWh,2017,26.2947,Enerdata ,Enerdata,,Hydroelectric production
ehypd,VC,GWh,2018,25.5502,Enerdata ,Enerdata,,Hydroelectric production
ehypd,VC,GWh,2019,n.a.,Enerdata ,Enerdata,,Hydroelectric production
ehypd,TT,GWh,2000,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,TT,GWh,2010,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,TT,GWh,2015,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,TT,GWh,2016,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,TT,GWh,2017,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,TT,GWh,2018,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,TT,GWh,2019,n.a.,Enerdata ,Enerdata,,Hydroelectric production
ehypd,AF,GWh,2000,515.7,CSOEnerdata ,Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,AF,GWh,2010,751,CSOEnerdata ,Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,AF,GWh,2015,889.5,CSOEnerdata ,Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,AF,GWh,2016,926.6,CSOEnerdata ,Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,AF,GWh,2017,929.9,CSOEnerdata ,Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,AF,GWh,2018,996.22,CSOEnerdata ,Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,AF,GWh,2019,n.a.,CSOEnerdata ,Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,BD,GWh,2000,767,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,BD,GWh,2010,772,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,BD,GWh,2015,600,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,BD,GWh,2016,1020,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,BD,GWh,2017,1040.92,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,BD,GWh,2018,895.4323,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,BD,GWh,2019,n.a.,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,BT,GWh,2000,1792,NSBEnerdata ,Enerdata from National Statistics Bureau of Royal Government of Bhutan,,Hydroelectric production
ehypd,BT,GWh,2010,6997.29,NSBEnerdata ,Enerdata from National Statistics Bureau of Royal Government of Bhutan,,Hydroelectric production
ehypd,BT,GWh,2015,7747.15,NSBEnerdata ,Enerdata from National Statistics Bureau of Royal Government of Bhutan,,Hydroelectric production
ehypd,BT,GWh,2016,7952.87,NSBEnerdata ,Enerdata from National Statistics Bureau of Royal Government of Bhutan,,Hydroelectric production
ehypd,BT,GWh,2017,7728.39,NSBEnerdata ,Enerdata from National Statistics Bureau of Royal Government of Bhutan,,Hydroelectric production
ehypd,BT,GWh,2018,6958.64,NSBEnerdata ,Enerdata from National Statistics Bureau of Royal Government of Bhutan,,Hydroelectric production
ehypd,BT,GWh,2019,n.a.,NSBEnerdata ,Enerdata from National Statistics Bureau of Royal Government of Bhutan,,Hydroelectric production
ehypd,BN,GWh,2000,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,BN,GWh,2010,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,BN,GWh,2015,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,BN,GWh,2016,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,BN,GWh,2017,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,BN,GWh,2018,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,BN,GWh,2019,n.a.,Enerdata ,Enerdata,,Hydroelectric production
ehypd,KH,GWh,2000,0,IEA ,1980 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Electricity Authority of Cambodia (EAC),,Hydroelectric production
ehypd,KH,GWh,2010,32,IEA ,1980 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Electricity Authority of Cambodia (EAC),,Hydroelectric production
ehypd,KH,GWh,2015,2000,IEA ,1980 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Electricity Authority of Cambodia (EAC),,Hydroelectric production
ehypd,KH,GWh,2016,2619,IEA ,1980 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Electricity Authority of Cambodia (EAC),,Hydroelectric production
ehypd,KH,GWh,2017,2733,IEA ,1980 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Electricity Authority of Cambodia (EAC),,Hydroelectric production
ehypd,KH,GWh,2018,4775.2046,IEA ,1980 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Electricity Authority of Cambodia (EAC),,Hydroelectric production
ehypd,KH,GWh,2019,n.a.,IEA ,1980 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Electricity Authority of Cambodia (EAC),,Hydroelectric production
ehypd,CN,GWh,2000,222414,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from National Bureau of Statistics of China ,,Hydroelectric production
ehypd,CN,GWh,2010,722172,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from National Bureau of Statistics of China ,,Hydroelectric production
ehypd,CN,GWh,2015,1130270,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from National Bureau of Statistics of China ,,Hydroelectric production
ehypd,CN,GWh,2016,1193374,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from National Bureau of Statistics of China ,,Hydroelectric production
ehypd,CN,GWh,2017,1189840,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from National Bureau of Statistics of China ,,Hydroelectric production
ehypd,CN,GWh,2018,1225535.2,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from National Bureau of Statistics of China ,,Hydroelectric production
ehypd,CN,GWh,2019,1297841.777,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from National Bureau of Statistics of China ,,Hydroelectric production
ehypd,HK,GWh,2000,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,HK,GWh,2010,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,HK,GWh,2015,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,HK,GWh,2016,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,HK,GWh,2017,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,HK,GWh,2018,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,HK,GWh,2019,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,IN,GWh,2000,74462,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from AEC,,Hydroelectric production
ehypd,IN,GWh,2010,124922,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from AEC,,Hydroelectric production
ehypd,IN,GWh,2015,136495,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from AEC,,Hydroelectric production
ehypd,IN,GWh,2016,137757,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from AEC,,Hydroelectric production
ehypd,IN,GWh,2017,141801.03,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from AEC,,Hydroelectric production
ehypd,IN,GWh,2018,149962.4825,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from AEC,,Hydroelectric production
ehypd,IN,GWh,2019,174086.7741,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from AEC,,Hydroelectric production
ehypd,ID,GWh,2000,10016,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Kementerian Energi dan Sumber Daya Mineral; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,ID,GWh,2010,17456,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Kementerian Energi dan Sumber Daya Mineral; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,ID,GWh,2015,13741,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Kementerian Energi dan Sumber Daya Mineral; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,ID,GWh,2016,18677,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Kementerian Energi dan Sumber Daya Mineral; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,ID,GWh,2017,18632,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Kementerian Energi dan Sumber Daya Mineral; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,ID,GWh,2018,16827.0278,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Kementerian Energi dan Sumber Daya Mineral; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,ID,GWh,2019,16992.2273,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Kementerian Energi dan Sumber Daya Mineral; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,JP,GWh,2000,96817,IEA ,1970 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from The Energy Data and Modelling Center (EDMC),,Hydroelectric production
ehypd,JP,GWh,2010,90681,IEA ,1970 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from The Energy Data and Modelling Center (EDMC),,Hydroelectric production
ehypd,JP,GWh,2015,91270,IEA ,1970 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from The Energy Data and Modelling Center (EDMC),,Hydroelectric production
ehypd,JP,GWh,2016,84766,IEA ,1970 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from The Energy Data and Modelling Center (EDMC),,Hydroelectric production
ehypd,JP,GWh,2017,90162.008,IEA ,1970 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from The Energy Data and Modelling Center (EDMC),,Hydroelectric production
ehypd,JP,GWh,2018,87180.5619,IEA ,1970 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from The Energy Data and Modelling Center (EDMC),,Hydroelectric production
ehypd,JP,GWh,2019,78371.5875,IEA ,1970 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from The Energy Data and Modelling Center (EDMC),,Hydroelectric production
ehypd,LA,GWh,2000,3438,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,LA,GWh,2010,8449,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,LA,GWh,2015,14039,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,LA,GWh,2016,17937,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,LA,GWh,2017,18653.529,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,LA,GWh,2018,20925.6304,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,LA,GWh,2019,n.a.,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,MO,GWh,2000,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,MO,GWh,2010,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,MO,GWh,2015,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,MO,GWh,2016,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,MO,GWh,2017,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,MO,GWh,2018,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,MO,GWh,2019,n.a.,Enerdata ,Enerdata,,Hydroelectric production
ehypd,MY,GWh,2000,6966,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department of Statistics Malaysia; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,MY,GWh,2010,6472,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department of Statistics Malaysia; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,MY,GWh,2015,13924,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department of Statistics Malaysia; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,MY,GWh,2016,20019,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department of Statistics Malaysia; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,MY,GWh,2017,26574.549,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department of Statistics Malaysia; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,MY,GWh,2018,26203.2959,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department of Statistics Malaysia; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,MY,GWh,2019,26771.9403,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department of Statistics Malaysia; 2019: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,MN,GWh,2000,4,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,MN,GWh,2010,35,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,MN,GWh,2015,59,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,MN,GWh,2016,59,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,MN,GWh,2017,59,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,MN,GWh,2018,59,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,MN,GWh,2019,n.a.,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,MM,GWh,2000,1892,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,MM,GWh,2010,5105,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,MM,GWh,2015,9399,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,MM,GWh,2016,9744,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,MM,GWh,2017,12583.8,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,MM,GWh,2018,14453.859,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,MM,GWh,2019,n.a.,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Central Statistical Organization,,Hydroelectric production
ehypd,NP,GWh,2000,1632,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,NP,GWh,2010,3205,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,NP,GWh,2015,3453,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,NP,GWh,2016,4237,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,NP,GWh,2017,4632.011,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,NP,GWh,2018,4903.5732,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,NP,GWh,2019,n.a.,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,KP,GWh,2000,10200,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,KP,GWh,2010,13400,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,KP,GWh,2015,10000,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,KP,GWh,2016,12800,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,KP,GWh,2017,11900,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,KP,GWh,2018,12578.3,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,KP,GWh,2019,n.a.,IEA ,International Energy Agency (IEA) Source: IEA. All rights reserved,,Hydroelectric production
ehypd,PK,GWh,2000,17194,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,PK,GWh,2010,31811,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,PK,GWh,2015,34633,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,PK,GWh,2016,32183,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,PK,GWh,2017,27925,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,PK,GWh,2018,32980.6236,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,PK,GWh,2019,n.a.,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from BP Statistical Review of World Energy,,Hydroelectric production
ehypd,PH,GWh,2000,7799,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department Of Energy (DOE),,Hydroelectric production
ehypd,PH,GWh,2010,7803,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department Of Energy (DOE),,Hydroelectric production
ehypd,PH,GWh,2015,8665,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department Of Energy (DOE),,Hydroelectric production
ehypd,PH,GWh,2016,8111,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department Of Energy (DOE),,Hydroelectric production
ehypd,PH,GWh,2017,9610.799,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department Of Energy (DOE),,Hydroelectric production
ehypd,PH,GWh,2018,9383.76,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department Of Energy (DOE),,Hydroelectric production
ehypd,PH,GWh,2019,n.a.,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018: Enerdata from Department Of Energy (DOE),,Hydroelectric production
ehypd,SG,GWh,2000,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,SG,GWh,2010,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,SG,GWh,2015,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,SG,GWh,2016,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,SG,GWh,2017,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,SG,GWh,2018,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,SG,GWh,2019,0,Enerdata ,Enerdata,,Hydroelectric production
ehypd,KR,GWh,2000,5610,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from Korea Energy Economics Institute (KEEI),,Hydroelectric production
ehypd,KR,GWh,2010,6472,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from Korea Energy Economics Institute (KEEI),,Hydroelectric production
ehypd,KR,GWh,2015,5796,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from Korea Energy Economics Institute (KEEI),,Hydroelectric production
ehypd,KR,GWh,2016,6634,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from Korea Energy Economics Institute (KEEI),,Hydroelectric production
ehypd,KR,GWh,2017,7006.235,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from Korea Energy Economics Institute (KEEI),,Hydroelectric production
ehypd,KR,GWh,2018,7281.6767,IEA ,1971 - 2017: International Energy Agency (IEA) Source: IEA. All rights reserved; 2018 - 2019: Enerdata from Korea Energy Economics Institute (KEEI),,Hydroelectric production
