Country.FuelCode,CountryCode,FuelType,Year,PrimaryEnergyInputToPower.ktoe,PowerOutput.GWh,Capacity.MW,PowerOutput.MWy,PrimaryEnergyInputToPower.MWy,CapacityFactor,ThermalEfficiency,AvailabilityFactor,LCOE.TotalCalc.USD_kWh,LCOE.Var.USD_kWh,VarOpex.USD_kWh,LCOE.Fixed.USD_kWh,Production.MWy
lao.coa,LAO,coa,2018,3319,12019,1878,1372.0319634703196,4403.463680522758,0.8077847681153077,0.3445060308389905,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,1517.019794520548
lao.nga,LAO,nga,2018,-0,0,0,0,-0,0.6052380952380952,0.44441581862681956,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,0
lao.oil,LAO,oil,2018,-0,0,85,0,-0,0.45,0.3231939163498099,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,0
lao.nuc,LAO,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
lao.wnd,LAO,wnd,2018,-0,0,0,0,-0,0.3464285714285714,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,0
lao.sol,LAO,sol,2018,1,17,176,1.9406392694063928,1.326744103803181,0.1774193548387097,1,0,0.0770219361256934,0,0,0.0770219361256934,1.6162442922374431
lao.hyd,LAO,hyd,2018,1920,22328,5112.14,2548.8584474885843,2547.348679302108,0.4672740953118079,0.9377477896986417,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,2388.7705936073057
lao.ore,LAO,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
lao.bio,LAO,bio,2018,17,45,0.9999543378995435,5.136986301369863,22.55464976465408,1,0.044334731345134666,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0.9999543378995435
lbn.coa,LBN,coa,2018,-0,0,0,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
lbn.nga,LBN,nga,2018,-0,0,870,0,-0,0.6052380952380952,0.44441581862681956,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,0
lbn.oil,LBN,oil,2018,4865,20814,2312.684577625571,2376.027397260274,6454.610065002477,1,0.3582996578159185,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,2312.684577625571
lbn.nuc,LBN,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
lbn.wnd,LBN,wnd,2018,1,6,3,0.684931506849315,1.326744103803181,0.3464285714285714,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,0
lbn.sol,LBN,sol,2018,6,68,56,7.762557077625571,7.960464622819087,0.1774193548387097,1,0,0.0770219361256934,0,0,0.0770219361256934,0
lbn.hyd,LBN,hyd,2018,30,348,279.6,39.726027397260275,39.80232311409544,0.11800950150573877,0.8289831858914708,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,32.995456621004564
lbn.ore,LBN,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
lbn.bio,LBN,bio,2018,-0,0,0,0,-0,0.7718181818181818,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0
lby.coa,LBY,coa,2018,-0,0,0,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
lby.nga,LBY,nga,2018,5621,22407,6924,2557.876712328767,7457.628607477683,0.38606775552706624,0.35844278120649303,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,2673.1331392694065
lby.oil,LBY,oil,2018,2795,11756,3300,1342.0091324200914,3708.249770129891,0.4976213435727134,0.4428370621141935,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,1642.1504337899544
lby.nuc,LBY,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
lby.wnd,LBY,wnd,2018,-0,0,0,0,-0,0.3464285714285714,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,0
lby.sol,LBY,sol,2018,1,8,5,0.91324200913242,1.326744103803181,0.20868949771689493,0.786472301322748,0,0.0770219361256934,0,0,0.0770219361256934,1.0434474885844747
lby.hyd,LBY,hyd,2018,-0,0,0,0,-0,0.6766666666666666,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,0
lby.ore,LBY,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
lby.bio,LBY,bio,2018,-0,0,0,0,-0,0.7718181818181818,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0
lka.coa,LKA,coa,2018,1406,4764,900,543.8356164383562,1865.402209947273,0.604261796042618,0.29153799300673505,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,543.8356164383562
lka.nga,LKA,nga,2018,-0,0,0,0,-0,0.6052380952380952,0.44441581862681956,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,0
lka.oil,LKA,oil,2018,794,3725,1220,425.2283105022831,1053.4348184197258,0.4214559098734936,0.4880949452733924,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,514.1762100456622
lka.nuc,LKA,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
lka.wnd,LKA,wnd,2018,28,325,146,37.10045662100457,37.14883490648907,0.34112450741227246,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,49.80417808219178
lka.sol,LKA,sol,2018,10,117,185,13.356164383561644,13.267441038031814,0.18183987412069602,1,0,0.0770219361256934,0,0,0.0770219361256934,33.64037671232877
lka.hyd,LKA,hyd,2018,550,6401,1757,730.7077625570777,729.7092570917496,0.4144183539813349,0.9978399490876324,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,728.1330479452055
lka.ore,LKA,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
lka.bio,LKA,bio,2018,57,87,61,9.931506849315069,75.62441391678132,0.10363163410434914,0.08359112293183045,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,6.321529680365297
ltu.coa,LTU,coa,2018,-0,0,0,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
ltu.nga,LTU,nga,2018,194,330,1195,37.67123287671233,257.38835613781714,0.031535421562446264,0.1464123293399689,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,37.684828767123285
ltu.oil,LTU,oil,2018,23,131,975,14.954337899543379,30.515114387473165,0.015395855286266245,0.49191881483727207,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,15.01095890410959
ltu.nuc,LTU,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
ltu.wnd,LTU,wnd,2018,98,1144,533,130.59360730593608,130.02092217271175,0.2450161487916249,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,130.59360730593608
ltu.sol,LTU,sol,2018,7,87,83,9.931506849315069,9.287208726622268,0.11915731418825988,1,0,0.0770219361256934,0,0,0.0770219361256934,9.89005707762557
ltu.hyd,LTU,hyd,2018,37,431,1028,49.20091324200913,49.08953184071771,0.10655970719400173,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,109.54337899543378
ltu.ore,LTU,ore,2018,83,272,0,31.050228310502284,110.11976061566403,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
ltu.bio,LTU,bio,2018,188,355,103,40.52511415525114,249.42789151499807,0.6954781220907035,0.28719421128184097,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,71.63424657534246
lux.coa,LUX,coa,2018,-0,0,0,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
lux.nga,LUX,nga,2018,60,195,93,22.26027397260274,79.60464622819087,0.24157067805764224,0.282220625602186,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,22.466073059360728
lux.oil,LUX,oil,2018,-0,0,0,0,-0,0.45,0.3231939163498099,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,0
lux.nuc,LUX,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
lux.wnd,LUX,wnd,2018,22,255,123,29.10958904109589,29.188370283669986,0.22711419237480046,0.9570608221908599,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,27.935045662100457
lux.sol,LUX,sol,2018,10,120,131,13.698630136986301,13.267441038031814,0.09733347275959428,0.9610508081367269,0,0.0770219361256934,0,0,0.0770219361256934,12.75068493150685
lux.hyd,LUX,hyd,2018,8,93,1333,10.616438356164384,10.613952830425449,0.11445558307385065,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,152.5692922374429
lux.ore,LUX,ore,2018,49,199,0,22.71689497716895,65.01046108635587,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
lux.bio,LUX,bio,2018,47,95,44,10.844748858447488,62.35697287874952,0.7565073682025735,0.5338027595668744,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,33.286324200913235
lva.coa,LVA,coa,2018,4,7,0.8295662100456621,0.7990867579908676,5.306976415212724,1,0.15631616670985524,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0.8295662100456621
lva.nga,LVA,nga,2018,582,3219,1111.1,367.4657534246575,772.1650684134514,0.33063713856316646,0.47576734520296576,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,367.3709246575342
lva.oil,LVA,oil,2018,-0,0,23.8,0,-0,0.45,0.3231939163498099,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,0
lva.nuc,LVA,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
lva.wnd,LVA,wnd,2018,10,122,78,13.926940639269406,13.267441038031814,0.17855052101627442,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,13.926940639269406
lva.sol,LVA,sol,2018,-0,1,2,0.1141552511415525,-0,0.05707762557077625,1,0,0.0770219361256934,0,0,0.0770219361256934,0.1141552511415525
lva.hyd,LVA,hyd,2018,209,2432,1565,277.6255707762557,277.28951769486486,0.17738114724203832,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,277.60149543379
lva.ore,LVA,ore,2018,79,374,0,42.694063926940636,104.81278420045133,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
lva.bio,LVA,bio,2018,279,570,134.1,65.06849315068493,370.16160496108756,0.804151471504602,0.2913233325214894,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,107.83671232876712
mar.coa,MAR,coa,2018,4919,21261,4281,2427.054794520548,6526.254246607849,0.5669364154451175,0.3718909351075402,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,2427.054794520548
mar.nga,MAR,nga,2018,855,5198,1279,593.37899543379,1134.3662087517198,0.4639397931460438,0.5230929754922413,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,593.37899543379
mar.oil,MAR,oil,2018,301,1289,1677,147.1461187214612,399.3499752447575,0.10847426775907183,0.45551861351805983,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,181.91134703196346
mar.nuc,MAR,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
mar.wnd,MAR,wnd,2018,330,3841,1220,438.4703196347032,437.8255542550498,0.35938578860693166,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,438.4506621004566
mar.sol,MAR,sol,2018,247,950,711,108.44748858447488,327.70579363938583,0.15263836708218534,0.3311686308325018,0,0.0770219361256934,0,0,0.0770219361256934,108.52587899543379
mar.hyd,MAR,hyd,2018,146,1693,1770,193.2648401826484,193.7046391552645,0.12719687588679926,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,225.1384703196347
mar.ore,MAR,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
mar.bio,MAR,bio,2018,-0,0,0,0,-0,0.7718181818181818,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0
mda.coa,MDA,coa,2018,-0,0,0,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
mda.nga,MDA,nga,2018,1297,5051,2947.38,576.5981735159818,1720.787102632726,0.19073873472829098,0.3266990617859474,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,562.1795319634703
mda.oil,MDA,oil,2018,7,8,2.52,0.91324200913242,9.287208726622268,0.765564977893745,0.2077291251958209,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,1.9292237442922375
mda.nuc,MDA,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
mda.wnd,MDA,wnd,2018,2,23,2.6141552511415527,2.625570776255708,2.653488207606362,1,0.9851768866535531,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,2.6141552511415527
mda.sol,MDA,sol,2018,-0,3,2,0.3424657534246575,-0,0.1141552511415525,1,0,0.0770219361256934,0,0,0.0770219361256934,0.228310502283105
mda.hyd,MDA,hyd,2018,24,276,64,31.506849315068493,31.841858491276348,0.6100171232876712,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,39.04109589041096
mda.ore,MDA,ore,2018,7,30,0,3.4246575342465753,9.287208726622268,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
mda.bio,MDA,bio,2018,-0,0,2.26027397260274,0,-0,1,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,2.26027397260274
mex.coa,MEX,coa,2018,7808,29144,9044,3326.9406392694063,10359.217962495239,0.3921751232937299,0.34238412860020206,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,3546.831815068493
mex.nga,MEX,nga,2018,39771,202424,28432.1467,23107.762557077625,52765.939752356324,0.7853820716342781,0.42319152053495884,0.9,0.07458971982549382,0.0606341182534375,0.0112,0.013955601572056315,22330.098276255703
mex.oil,MEX,oil,2018,8218,35159,15980.0733,4013.584474885845,10903.183045054542,0.25687144647696925,0.37647946718099523,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,4104.824543378995
mex.nuc,MEX,nuc,2018,3563,13675,1711.8246347031964,1561.0730593607307,4727.189241850735,1,0.36212314488027614,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,1711.8246347031964
mex.wnd,MEX,wnd,2018,1107,12875,4875,1469.7488584474886,1468.7057229101215,0.30135324200913244,1,0,0.051756740629863414,0,0,0.051756740629863414,1469.0970547945205
mex.sol,MEX,sol,2018,160,1856,2555,211.87214611872147,212.27905660850902,0.06008030632031383,0.7231291918330898,0,0.060385036077986384,0,0,0.060385036077986384,153.50518264840184
mex.hyd,MEX,hyd,2018,2806,32636,12117,3725.5707762557076,3722.843955271727,0.30733337591662413,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,3723.9585159817348
mex.ore,MEX,ore,2018,2852,5999,951,684.8173515981736,3783.874184046673,0.6523783664395565,0.1639620654142674,0,0.12806769699225612,6.222222222222223e-4,6.222222222222223e-4,0.12744547477003393,620.4118264840182
mex.bio,MEX,bio,2018,1817,1813,828.06,206.9634703196347,2410.69403661038,0.2750411452989587,0.09447510439628017,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,227.7505707762557
mkd.coa,MKD,coa,2018,751,2848,675,325.11415525114154,996.3848219561891,0.48169705733130386,0.326325237532499,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,325.1455136986301
mkd.nga,MKD,nga,2018,141,746,220,85.15981735159818,187.07091863624856,0.38702573682025737,0.45515178265638784,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,85.14566210045662
mkd.oil,MKD,oil,2018,13,47,91,5.365296803652968,17.247673349441357,0.05955893421646846,0.3142373411121087,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,5.41986301369863
mkd.nuc,MKD,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
mkd.wnd,MKD,wnd,2018,8,97,36.8,11.073059360730594,10.613952830425449,0.3019468433591424,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,11.111643835616439
mkd.sol,MKD,sol,2018,2,23,21,2.625570776255708,2.653488207606362,0.12388019134594476,0.9804015751068916,0,0.0770219361256934,0,0,0.0770219361256934,2.60148401826484
mkd.hyd,MKD,hyd,2018,154,1791,673.735,204.45205479452054,204.31859198568992,0.3035227222550985,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,204.49388127853882
mkd.ore,MKD,ore,2018,19,54,0,6.164383561643835,25.208137972260445,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
mkd.bio,MKD,bio,2018,-0,0,6.170091324200913,0,-0,1,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,6.170091324200913
mlt.coa,MLT,coa,2018,-0,0,0,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
mlt.nga,MLT,nga,2018,292,1745,288.28,199.20091324200914,387.409278310529,0.6713839459100204,0.49959196839834813,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,193.54656392694065
mlt.oil,MLT,oil,2018,5,18,306.72,2.0547945205479454,6.633720519015907,0.025723340550660632,0.3231939163498099,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,7.88986301369863
mlt.nuc,MLT,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
mlt.wnd,MLT,wnd,2018,-0,0,0.1,0,-0,0.06621004566210045,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,0.006621004566210046
mlt.sol,MLT,sol,2018,16,190,131.3,21.689497716894977,21.227905660850897,0.1593559487666364,0.9856571066097656,0,0.0770219361256934,0,0,0.0770219361256934,20.92343607305936
mlt.hyd,MLT,hyd,2018,-0,0,0,0,-0,0.6766666666666666,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,0
mlt.ore,MLT,ore,2018,1,9,0,1.0273972602739727,1.326744103803181,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
mlt.bio,MLT,bio,2018,-0,0,1.0767123287671232,0,-0,1,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,1.0767123287671232
mmr.coa,MMR,coa,2018,467,1543,160,176.1415525114155,619.5894964760856,0.7092885987442923,0.18316349202905993,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,113.48617579908677
mmr.nga,MMR,nga,2018,2858,8798,1995,1004.337899543379,3791.8346486694923,0.5396168102905666,0.2839088821838324,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,1076.5355365296805
mmr.oil,MMR,oil,2018,21,77,729,8.789954337899543,27.861626179866803,0.013006777282948433,0.34032258483609934,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,9.481940639269407
mmr.nuc,MMR,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
mmr.wnd,MMR,wnd,2018,-0,0,0.00228310502283105,0,-0,1,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,0.00228310502283105
mmr.sol,MMR,sol,2018,1,10,48,1.1415525114155252,1.326744103803181,0.030681126331811266,1,0,0.0770219361256934,0,0,0.0770219361256934,1.4726940639269408
mmr.hyd,MMR,hyd,2018,1215,14126,3255,1612.5570776255709,1611.9940861208654,0.5069074974223008,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,1649.983904109589
mmr.ore,MMR,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
mmr.bio,MMR,bio,2018,-0,0,0,0,-0,0.7718181818181818,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0
mne.coa,MNE,coa,2018,354,1555,225,177.51141552511416,469.66741274632614,0.8037519533231862,0.385047343268402,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,180.84418949771688
mne.nga,MNE,nga,2018,-0,0,0,0,-0,0.6052380952380952,0.44441581862681956,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,0
mne.oil,MNE,oil,2018,-0,0,0,0,-0,0.45,0.3231939163498099,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,0
mne.nuc,MNE,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
mne.wnd,MNE,wnd,2018,12,143,118,16.32420091324201,15.920929245638174,0.13927753269870752,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,16.434748858447488
mne.sol,MNE,sol,2018,-0,0,3,0,-0,0.08751902587519027,1,0,0.0770219361256934,0,0,0.0770219361256934,0.2625570776255708
mne.hyd,MNE,hyd,2018,182,2113,652.38,241.21004566210047,241.46742689217896,0.3733939557595995,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,243.5947488584475
mne.ore,MNE,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
mne.bio,MNE,bio,2018,-0,0,0,0,-0,0.7718181818181818,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0
mng.coa,MNG,coa,2018,3197,5782,2122,660.0456621004566,4241.60089985877,0.30175037334469507,0.15096052348035927,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,640.3142922374429
mng.nga,MNG,nga,2018,-0,0,0,0,-0,0.6052380952380952,0.44441581862681956,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,0
mng.oil,MNG,oil,2018,102,295,180,33.67579908675799,135.32789858792447,0.1871098427194318,0.24887530243895342,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,33.67977168949772
mng.nuc,MNG,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
mng.wnd,MNG,wnd,2018,29,340,156,38.81278538812786,38.47557901029225,0.3817824317995551,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,59.558059360730596
mng.sol,MNG,sol,2018,3,33,63,3.767123287671233,3.9802323114095435,0.09129412191056027,1,0,0.0770219361256934,0,0,0.0770219361256934,5.751529680365297
mng.hyd,MNG,hyd,2018,7,85,29,9.703196347031964,9.287208726622268,0.2322468902535034,0.7252081885534576,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,6.735159817351598
mng.ore,MNG,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
mng.bio,MNG,bio,2018,-0,0,0,0,-0,0.7718181818181818,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0
moz.coa,MOZ,coa,2018,-0,0,58.5,0,-0,0.6587500000000001,0.3571428571428571,0.9,0.09112122038410522,0.04849923301433378,0.0040437500000000005,0.042621987369771436,0
moz.nga,MOZ,nga,2018,495,2736,658.4,312.32876712328766,656.7383313825746,0.4804268650443584,0.4816424332645529,0.9,0.0758089771304874,0.051561435611977166,0.0032380952380952383,0.02424754151851023,316.31304794520554
moz.oil,MOZ,oil,2018,-0,0,189.6,0,-0,0.45,0.3231939163498099,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,0
moz.nuc,MOZ,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
moz.wnd,MOZ,wnd,2018,-0,0,0,0,-0,0.3464285714285714,1,0,0.067947992234646,0.002910714285714286,0.002910714285714286,0.06503727794893172,0
moz.sol,MOZ,sol,2018,-0,2,17,0.228310502283105,-0,0.01171232876712329,1,0,0.0770219361256934,0,0,0.0770219361256934,0.1991095890410959
moz.hyd,MOZ,hyd,2018,1197,13921,2207,1589.1552511415525,1588.112692252408,0.720980095503514,1,0,0.0799597687805344,9.333333333333333e-4,9.333333333333333e-4,0.07902643544720107,1591.2030707762556
moz.ore,MOZ,ore,2018,-0,0,0,0,-0,0.4001715309779826,1,0,0.1499531314272492,0.0025626984126984127,0.0025626984126984127,0.1473904330145508,0
moz.bio,MOZ,bio,2018,-0,0,0,0,-0,0.7718181818181818,0.35,0,0.17980618841509133,0.11778578315220779,0.007963636363636364,0.06202040526288355,0
mys.coa,MYS,coa,2018,20472,77286,9546,8822.602739726028,27161.105293058725,0.9111438246146754,0.32022919744707484,0.9,0.0760971929344594,0.04838801115289474,0.004900000000000001,0.02770918178156467,8697.778949771691
mys.nga,MYS,nga,2018,12816,63886,14074.5,7292.922374429224,17003.55243434157,0.5353903591309844,0.4431633706360157,0.9,0.08535632985086253,0.0519341182534375,0.0025,0.03342221159742505,7535.35160958904
mys.oil,MYS,oil,2018,380,1048,2207.6,119.63470319634703,504.16275944520885,0.05834969958491257,0.25549843654735876,0,0.19067363712033208,0.12305655716211765,0.005,0.06761707995821443,128.812796803653
mys.nuc,MYS,nuc,2018,-0,0,0,0,-0,0.9022222222222223,0.33,0,0.17400769132564609,0.003933333333333333,0.003933333333333333,0.17007435799231274,0
