Superscenario,SubscenarioNumber,ModuleCode,QuantityCodeMain,SubsectorCode,FuelCode,CPATCodeNoCountry,CPATCode,Helper Column,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
1,2,mit,ptp,mch,coa,mit.ptp.coa.mch.2,chn.mit.ptp.coa.mch.2,5752,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,2,mit,ptp,mch,nga,mit.ptp.nga.mch.2,chn.mit.ptp.nga.mch.2,5753,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,2,mit,ptp,mch,gso,mit.ptp.gso.mch.2,chn.mit.ptp.gso.mch.2,5754,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,2,mit,ptp,mch,die,mit.ptp.die.mch.2,chn.mit.ptp.die.mch.2,5755,0.53,0.477,0.396,0.59,0.567,0.563,0.559,0.555,0.545,0.549,0.539,0.53,0.52,0.511
1,2,mit,ptp,mch,lpg,mit.ptp.lpg.mch.2,chn.mit.ptp.lpg.mch.2,5756,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,mch,ker,mit.ptp.ker.mch.2,chn.mit.ptp.ker.mch.2,5757,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,mch,oop,mit.ptp.oop.mch.2,chn.mit.ptp.oop.mch.2,5758,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,2,mit,ptp,mch,bio,mit.ptp.bio.mch.2,chn.mit.ptp.bio.mch.2,5759,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,2,mit,ptp,mch,ren,mit.ptp.ren.mch.2,chn.mit.ptp.ren.mch.2,5760,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,nav,coa,mit.ptp.coa.nav.2,chn.mit.ptp.coa.nav.2,5528,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,2,mit,ptp,nav,nga,mit.ptp.nga.nav.2,chn.mit.ptp.nga.nav.2,5529,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,2,mit,ptp,nav,gso,mit.ptp.gso.nav.2,chn.mit.ptp.gso.nav.2,5530,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,2,mit,ptp,nav,die,mit.ptp.die.nav.2,chn.mit.ptp.die.nav.2,5531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,mit,ptp,nav,lpg,mit.ptp.lpg.nav.2,chn.mit.ptp.lpg.nav.2,5532,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,nav,ker,mit.ptp.ker.nav.2,chn.mit.ptp.ker.nav.2,5533,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,nav,oop,mit.ptp.oop.nav.2,chn.mit.ptp.oop.nav.2,5534,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,2,mit,ptp,nav,bio,mit.ptp.bio.nav.2,chn.mit.ptp.bio.nav.2,5535,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,2,mit,ptp,nav,ren,mit.ptp.ren.nav.2,chn.mit.ptp.ren.nav.2,5536,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,nfm,coa,mit.ptp.coa.nfm.2,chn.mit.ptp.coa.nfm.2,5802,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,2,mit,ptp,nfm,nga,mit.ptp.nga.nfm.2,chn.mit.ptp.nga.nfm.2,5803,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,2,mit,ptp,nfm,gso,mit.ptp.gso.nfm.2,chn.mit.ptp.gso.nfm.2,5804,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,2,mit,ptp,nfm,die,mit.ptp.die.nfm.2,chn.mit.ptp.die.nfm.2,5805,0.53,0.477,0.396,0.59,0.567,0.563,0.559,0.555,0.545,0.549,0.539,0.53,0.52,0.511
1,2,mit,ptp,nfm,lpg,mit.ptp.lpg.nfm.2,chn.mit.ptp.lpg.nfm.2,5806,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,nfm,ker,mit.ptp.ker.nfm.2,chn.mit.ptp.ker.nfm.2,5807,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,nfm,oop,mit.ptp.oop.nfm.2,chn.mit.ptp.oop.nfm.2,5808,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,2,mit,ptp,nfm,bio,mit.ptp.bio.nfm.2,chn.mit.ptp.bio.nfm.2,5809,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,2,mit,ptp,nfm,ren,mit.ptp.ren.nfm.2,chn.mit.ptp.ren.nfm.2,5810,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,omn,coa,mit.ptp.coa.omn.2,chn.mit.ptp.coa.omn.2,5877,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,2,mit,ptp,omn,nga,mit.ptp.nga.omn.2,chn.mit.ptp.nga.omn.2,5878,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,2,mit,ptp,omn,gso,mit.ptp.gso.omn.2,chn.mit.ptp.gso.omn.2,5879,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,2,mit,ptp,omn,die,mit.ptp.die.omn.2,chn.mit.ptp.die.omn.2,5880,0.53,0.477,0.396,0.59,0.567,0.563,0.559,0.555,0.545,0.549,0.539,0.53,0.52,0.511
1,2,mit,ptp,omn,lpg,mit.ptp.lpg.omn.2,chn.mit.ptp.lpg.omn.2,5881,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,omn,ker,mit.ptp.ker.omn.2,chn.mit.ptp.ker.omn.2,5882,0.535,0.477,0.387,0.577,0.554,0.55,0.547,0.542,0.533,0.537,0.527,0.518,0.509,0.499
1,2,mit,ptp,omn,oop,mit.ptp.oop.omn.2,chn.mit.ptp.oop.omn.2,5883,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,2,mit,ptp,omn,bio,mit.ptp.bio.omn.2,chn.mit.ptp.bio.omn.2,5884,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,2,mit,ptp,omn,ren,mit.ptp.ren.omn.2,chn.mit.ptp.ren.omn.2,5885,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,pow,coa,mit.ptp.coa.pow.2,chn.mit.ptp.coa.pow.2,4979,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,2,mit,ptp,pow,nga,mit.ptp.nga.pow.2,chn.mit.ptp.nga.pow.2,4980,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,2,mit,ptp,pow,gso,mit.ptp.gso.pow.2,chn.mit.ptp.gso.pow.2,4983,1.18,1.036,0.775,0.792,0.789,0.783,0.777,0.773,0.768,0.764,0.76,0.757,0.753,0.75
1,2,mit,ptp,pow,die,mit.ptp.die.pow.2,chn.mit.ptp.die.pow.2,4984,0.976,0.857,0.62,0.638,0.637,0.63,0.624,0.619,0.614,0.61,0.605,0.601,0.598,0.594
1,2,mit,ptp,pow,lpg,mit.ptp.lpg.pow.2,chn.mit.ptp.lpg.pow.2,4985,0.54,0.481,0.395,0.414,0.413,0.406,0.399,0.394,0.388,0.383,0.378,0.374,0.37,0.366
1,2,mit,ptp,pow,ker,mit.ptp.ker.pow.2,chn.mit.ptp.ker.pow.2,4986,0.54,0.481,0.395,0.414,0.413,0.406,0.399,0.394,0.388,0.383,0.379,0.374,0.37,0.366
1,2,mit,ptp,pow,oop,mit.ptp.oop.pow.2,chn.mit.ptp.oop.pow.2,4981,63.732,64.864,30.95,46.186,44.332,44.037,43.743,43.375,42.628,42.951,42.158,41.429,40.701,39.945
1,2,mit,ptp,pow,bio,mit.ptp.bio.pow.2,chn.mit.ptp.bio.pow.2,4982,10.491,10.677,5.095,5.351,5.243,5.153,5.068,5.004,4.919,4.866,4.803,4.747,4.691,4.635
1,2,mit,ptp,pow,ren,mit.ptp.ren.pow.2,chn.mit.ptp.ren.pow.2,4992,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,ral,coa,mit.ptp.coa.ral.2,chn.mit.ptp.coa.ral.2,5503,4.296,4.372,2.086,2.191,2.147,2.11,2.075,2.049,2.014,1.992,1.966,1.944,1.921,1.898
1,2,mit,ptp,ral,nga,mit.ptp.nga.ral.2,chn.mit.ptp.nga.ral.2,5504,6.975,5.943,5.141,4.921,4.821,4.776,4.749,4.738,4.73,4.941,4.875,4.802,4.743,4.673
1,2,mit,ptp,ral,gso,mit.ptp.gso.ral.2,chn.mit.ptp.gso.ral.2,5505,0.504,0.448,0.378,0.565,0.542,0.538,0.535,0.53,0.521,0.525,0.515,0.506,0.498,0.488
1,2,mit,ptp,ral,die,mit.ptp.die.ral.2,chn.mit.ptp.die.ral.2,5506,0.53,0.477,0.396,0.59,0.567,0.563,0.559,0.555,0.545,0.549,0.539,0.53,0.52,0.511
1,2,mit,ptp,ral,lpg,mit.ptp.lpg.ral.2,chn.mit.ptp.lpg.ral.2,5507,0.53491,0.47743,0.38689,0.57735,0.55418,0.55049,0.54682,0.54221,0.53288,0.53691,0.527,0.51788,0.50879,0.49934
1,2,mit,ptp,ral,ker,mit.ptp.ker.ral.2,chn.mit.ptp.ker.ral.2,5508,0.53491,0,0.38689,0.57735,0.55418,0.55049,0.54682,0.54221,0.53288,0.53691,0.527,0.51788,0.50879,0.49934
1,2,mit,ptp,ral,oop,mit.ptp.oop.ral.2,chn.mit.ptp.oop.ral.2,5509,63.73202,65,30.94982,46.18555,44.33188,44.03689,43.74331,43.3749,42.62789,42.95079,42.15825,41.42873,40.70084,39.94493
1,2,mit,ptp,ral,bio,mit.ptp.bio.ral.2,chn.mit.ptp.bio.ral.2,5510,10.49086,10.67715,5.09461,5.35117,5.24268,5.15263,5.06791,5.00404,4.91905,4.86591,4.80256,4.74698,4.69124,4.63534
1,2,mit,ptp,ral,ren,mit.ptp.ren.ral.2,chn.mit.ptp.ren.ral.2,5511,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,res,coa,mit.ptp.coa.res.2,chn.mit.ptp.coa.res.2,5661,4.29553,4.37181,2.08601,2.19106,2.14664,2.10977,2.07508,2.04893,2.01413,1.99237,1.96643,1.94367,1.92085,1.89796
1,2,mit,ptp,res,nga,mit.ptp.nga.res.2,chn.mit.ptp.nga.res.2,5662,6.97481,5.94339,5.14109,4.92099,4.82122,4.77562,4.7493,4.73774,4.72958,4.94092,4.87473,4.80241,4.74347,4.67264
1,2,mit,ptp,res,gso,mit.ptp.gso.res.2,chn.mit.ptp.gso.res.2,5663,0.50446,0.44829,0.37834,0.56458,0.54192,0.53832,0.53473,0.53023,0.52109,0.52504,0.51535,0.50644,0.49754,0.4883
1,2,mit,ptp,res,die,mit.ptp.die.res.2,chn.mit.ptp.die.res.2,5664,0.53038,0.47721,0.39568,0.59046,0.56677,0.56299,0.55924,0.55453,0.54498,0.54911,0.53898,0.52965,0.52034,0.51068
1,2,mit,ptp,res,lpg,mit.ptp.lpg.res.2,chn.mit.ptp.lpg.res.2,5665,0.53491,0.47743,0.38689,0.57735,0.55418,0.55049,0.54682,0.54221,0.53288,0.53691,0.527,0.51788,0.50879,0.49934
1,2,mit,ptp,res,ker,mit.ptp.ker.res.2,chn.mit.ptp.ker.res.2,5666,0.53491,0.47743,0.38689,0.57735,0.55418,0.55049,0.54682,0.54221,0.53288,0.53691,0.527,0.51788,0.50879,0.49934
1,2,mit,ptp,res,oop,mit.ptp.oop.res.2,chn.mit.ptp.oop.res.2,5667,63.73202,64.86377,30.94982,46.18555,44.33188,44.03689,43.74331,43.3749,42.62789,42.95079,42.15825,41.42873,40.70084,39.94493
1,2,mit,ptp,res,bio,mit.ptp.bio.res.2,chn.mit.ptp.bio.res.2,5668,10.49086,10.67715,5.09461,5.35117,5.24268,5.15263,5.06791,5.00404,4.91905,4.86591,4.80256,4.74698,4.69124,4.63534
1,2,mit,ptp,res,ren,mit.ptp.ren.res.2,chn.mit.ptp.ren.res.2,5669,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,rod,coa,mit.ptp.coa.rod.2,chn.mit.ptp.coa.rod.2,5457,4.29553,4.37181,2.08601,2.19106,2.14664,2.10977,2.07508,2.04893,2.01413,1.99237,1.96643,1.94367,1.92085,1.89796
1,2,mit,ptp,rod,nga,mit.ptp.nga.rod.2,chn.mit.ptp.nga.rod.2,5458,6.97481,5.94339,5.14109,4.92099,4.82122,4.77562,4.7493,4.73774,4.72958,4.94092,4.87473,4.80241,4.74347,4.67264
1,2,mit,ptp,rod,gso,mit.ptp.gso.rod.2,chn.mit.ptp.gso.rod.2,5459,0.50446,0.44829,0.37834,0.56458,0.54192,0.53832,0.53473,0.53023,0.52109,0.52504,0.51535,0.50644,0.49754,0.4883
1,2,mit,ptp,rod,die,mit.ptp.die.rod.2,chn.mit.ptp.die.rod.2,5460,0.53038,0.47721,0.39568,0.59046,0.56677,0.56299,0.55924,0.55453,0.54498,0.54911,0.53898,0.52965,0.52034,0.51068
1,2,mit,ptp,rod,lpg,mit.ptp.lpg.rod.2,chn.mit.ptp.lpg.rod.2,5461,0.53491,0.47743,0.38689,0.57735,0.55418,0.55049,0.54682,0.54221,0.53288,0.53691,0.527,0.51788,0.50879,0.49934
1,2,mit,ptp,rod,ker,mit.ptp.ker.rod.2,chn.mit.ptp.ker.rod.2,5462,0.53491,0.47743,0.38689,0.57735,0.55418,0.55049,0.54682,0.54221,0.53288,0.53691,0.527,0.51788,0.50879,0.49934
1,2,mit,ptp,rod,oop,mit.ptp.oop.rod.2,chn.mit.ptp.oop.rod.2,5463,63.73202,64.86377,30.94982,46.18555,44.33188,44.03689,43.74331,43.3749,42.62789,42.95079,42.15825,41.42873,40.70084,39.94493
1,2,mit,ptp,rod,bio,mit.ptp.bio.rod.2,chn.mit.ptp.bio.rod.2,5464,10.49086,10.67715,5.09461,5.35117,5.24268,5.15263,5.06791,5.00404,4.91905,4.86591,4.80256,4.74698,4.69124,4.63534
1,2,mit,ptp,rod,ren,mit.ptp.ren.rod.2,chn.mit.ptp.ren.rod.2,5465,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ptp,srv,coa,mit.ptp.coa.srv.2,chn.mit.ptp.coa.srv.2,5727,4.29553,4.37181,2.08601,2.19106,2.14664,2.10977,2.07508,2.04893,2.01413,1.99237,1.96643,1.94367,1.92085,1.89796
1,2,mit,ptp,srv,nga,mit.ptp.nga.srv.2,chn.mit.ptp.nga.srv.2,5728,6.97481,5.94339,5.14109,4.92099,4.82122,4.77562,4.7493,4.73774,4.72958,4.94092,4.87473,4.80241,4.74347,4.67264
1,2,mit,ptp,srv,gso,mit.ptp.gso.srv.2,chn.mit.ptp.gso.srv.2,5729,0.50446,0.44829,0.37834,0.56458,0.54192,0.53832,0.53473,0.53023,0.52109,0.52504,0.51535,0.50644,0.49754,0.4883
1,2,mit,ptp,srv,die,mit.ptp.die.srv.2,chn.mit.ptp.die.srv.2,5730,0.53038,0.47721,0.39568,0.59046,0.56677,0.56299,0.55924,0.55453,0.54498,0.54911,0.53898,0.52965,0.52034,0.51068
1,2,mit,ptp,srv,lpg,mit.ptp.lpg.srv.2,chn.mit.ptp.lpg.srv.2,5731,0.53491,0.47743,0.38689,0.57735,0.55418,0.55049,0.54682,0.54221,0.53288,0.53691,0.527,0.51788,0.50879,0.49934
1,2,mit,ptp,srv,ker,mit.ptp.ker.srv.2,chn.mit.ptp.ker.srv.2,5732,0.53491,0.47743,0.38689,0.57735,0.55418,0.55049,0.54682,0.54221,0.53288,0.53691,0.527,0.51788,0.50879,0.49934
1,2,mit,ptp,srv,oop,mit.ptp.oop.srv.2,chn.mit.ptp.oop.srv.2,5733,63.73202,64.86377,30.94982,46.18555,44.33188,44.03689,43.74331,43.3749,42.62789,42.95079,42.15825,41.42873,40.70084,39.94493
1,2,mit,ptp,srv,bio,mit.ptp.bio.srv.2,chn.mit.ptp.bio.srv.2,5734,10.49086,10.67715,5.09461,5.35117,5.24268,5.15263,5.06791,5.00404,4.91905,4.86591,4.80256,4.74698,4.69124,4.63534
1,2,mit,ptp,srv,ren,mit.ptp.ren.srv.2,chn.mit.ptp.ren.srv.2,5735,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,mit,ener,avi,coa,mit.ener.coa.avi.2,chn.mit.ener.coa.avi.2,5564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,mit,ener,avi,nga,mit.ener.nga.avi.2,chn.mit.ener.nga.avi.2,5565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,mit,ener,avi,gso,mit.ener.gso.avi.2,chn.mit.ener.gso.avi.2,5566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,mit,ener,avi,die,mit.ener.die.avi.2,chn.mit.ener.die.avi.2,5567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,mit,ener,avi,lpg,mit.ener.lpg.avi.2,chn.mit.ener.lpg.avi.2,5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,mit,ener,avi,ker,mit.ener.ker.avi.2,chn.mit.ener.ker.avi.2,5569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,mit,ener,avi,oop,mit.ener.oop.avi.2,chn.mit.ener.oop.avi.2,5570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,mit,ener,avi,bio,mit.ener.bio.avi.2,chn.mit.ener.bio.avi.2,5571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,mit,ener,avi,ren,mit.ener.ren.avi.2,chn.mit.ener.ren.avi.2,5572,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,mit,ener,cem,coa,mit.ener.coa.cem.2,chn.mit.ener.coa.cem.2,5863,135020.7344,156836.4272,184236.4449,255547.5056,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cem,nga,mit.ener.nga.cem.2,chn.mit.ener.nga.cem.2,5864,9462.09961,11611.2968,11783.62434,15362.58725,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cem,gso,mit.ener.gso.cem.2,chn.mit.ener.gso.cem.2,5865,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cem,die,mit.ener.die.cem.2,chn.mit.ener.die.cem.2,5866,2956.76318,3061.57412,2902.90975,3056.19526,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cem,lpg,mit.ener.lpg.cem.2,chn.mit.ener.lpg.cem.2,5867,877.43982,909.26915,864.44316,911.42602,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cem,ker,mit.ener.ker.cem.2,chn.mit.ener.ker.cem.2,5868,10.6543,11.04079,10.49649,11.06698,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cem,oop,mit.ener.oop.cem.2,chn.mit.ener.oop.cem.2,5869,1782.0918,1822.7941,1815.27915,1950.42354,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cem,bio,mit.ener.bio.cem.2,chn.mit.ener.bio.cem.2,5870,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cem,ren,mit.ener.ren.cem.2,chn.mit.ener.ren.cem.2,5871,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cst,coa,mit.ener.coa.cst.2,chn.mit.ener.coa.cst.2,5913,3689.18457,4285.25685,5033.91018,6982.34919,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cst,nga,mit.ener.nga.cst.2,chn.mit.ener.nga.cst.2,5914,175.4534,215.30544,218.50087,284.8647,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cst,gso,mit.ener.gso.cst.2,chn.mit.ener.gso.cst.2,5915,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cst,die,mit.ener.die.cst.2,chn.mit.ener.die.cst.2,5916,5436.96533,5629.69414,5337.93838,5619.80335,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cst,lpg,mit.ener.lpg.cst.2,chn.mit.ener.lpg.cst.2,5917,170.0918,176.26192,167.57239,176.68002,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cst,ker,mit.ener.ker.cst.2,chn.mit.ener.ker.cst.2,5918,89.8077,93.0655,88.47747,93.28626,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cst,oop,mit.ener.oop.cst.2,chn.mit.ener.oop.cst.2,5919,1084.36743,1109.13397,1104.56127,1186.79395,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cst,bio,mit.ener.bio.cst.2,chn.mit.ener.bio.cst.2,5920,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,cst,ren,mit.ener.ren.cst.2,chn.mit.ener.ren.cst.2,5921,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,foo,coa,mit.ener.coa.foo.2,chn.mit.ener.coa.foo.2,5713,33226.85547,38595.41515,45338.20494,62886.93417,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,foo,nga,mit.ener.nga.foo.2,chn.mit.ener.nga.foo.2,5714,4750.77246,5829.85081,5916.37378,7713.31517,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,foo,gso,mit.ener.gso.foo.2,chn.mit.ener.gso.foo.2,5715,2446.57642,2536.42382,2402.16133,2528.37047,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,foo,die,mit.ener.die.foo.2,chn.mit.ener.die.foo.2,5716,17021.18359,17624.54818,16711.1658,17593.5837,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,foo,lpg,mit.ener.lpg.foo.2,chn.mit.ener.lpg.foo.2,5717,125.1178,129.65648,123.26455,129.96403,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,foo,ker,mit.ener.ker.foo.2,chn.mit.ener.ker.foo.2,5718,18.7727,19.45368,18.49464,19.49983,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,foo,oop,mit.ener.oop.foo.2,chn.mit.ener.oop.foo.2,5719,85.00951,86.95109,86.59261,93.03928,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,foo,bio,mit.ener.bio.foo.2,chn.mit.ener.bio.foo.2,5720,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,foo,ren,mit.ener.ren.foo.2,chn.mit.ener.ren.foo.2,5721,1472.19092,1535.62377,1432.20846,1585.52336,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1,2,mit,ener,ftr,coa,mit.ener.coa.ftr.2,chn.mit.ener.coa.ftr.2,5938,203231.269,236067.9363,277310.0492,384646.4331,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
